analysis_accession	study_accession	sample_accession	experiment_accession	tax_id	scientific_name	analysis_type	reference_genome	pipeline_name	pipeline_version	cell_type	tissue_type	disease	dev_stage	host	host_sex	age	experimental_factor	first_public	submitted_ftp	submitted_md5	submitted_bytes	submitted_aspera	generated_ftp	generated_md5	generated_bytes	generated_aspera
ERZ375582	PRJEB9586	SAMEA3302803				SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375582/LP6005519-DNA_H04.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375582/LP6005519-DNA_H04.annotated.nh2.vcf.gz.tbi	ba4240308eda9fdaed4250a967486b13;407b383cf7de298b256ecf9e3fa99ea8	29203460558;2729663	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375582/LP6005519-DNA_H04.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375582/LP6005519-DNA_H04.annotated.nh2.vcf.gz.tbi				
ERZ312802	PRJEB9586	SAMEA3302754		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312802/LP6005441-DNA_E06.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312802/LP6005441-DNA_E06.srt.aln.bam.bai	67fd66dae3e7d621e99e09fc4cc11ff9;ebd634441b37819cac1978da55d9bb62	88643865929;8865280	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312802/LP6005441-DNA_E06.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312802/LP6005441-DNA_E06.srt.aln.bam.bai				
ERZ375584	PRJEB9586	SAMEA3302815		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375584/LP6005441-DNA_G11.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375584/LP6005441-DNA_G11.annotated.nh2.vcf.gz.tbi	59fb106f526e6bf6523223707d7b9764;328983a20c0e40b0ee9d867dd392726b	26622406327;2730727	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375584/LP6005441-DNA_G11.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375584/LP6005441-DNA_G11.annotated.nh2.vcf.gz.tbi				
ERZ312805	PRJEB9586	SAMEA3302893		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312805/LP6005441-DNA_E09.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312805/LP6005441-DNA_E09.srt.aln.bam.bai	054e2f90ada1d1a53d2b6b8ca1fce56d;51faadeae393ded103fb3ed5225ece12	97129652506;8867992	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312805/LP6005441-DNA_E09.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312805/LP6005441-DNA_E09.srt.aln.bam.bai				
ERZ375585	PRJEB9586	SAMEA3302797		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375585/LP6005443-DNA_E10.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375585/LP6005443-DNA_E10.annotated.nh2.vcf.gz.tbi	910ef59e36653fe9f0f9026b28cd7b45;be032f9aa819d5f479935722cc70f072	26814360113;2730979	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375585/LP6005443-DNA_E10.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375585/LP6005443-DNA_E10.annotated.nh2.vcf.gz.tbi				
ERZ312810	PRJEB9586	SAMEA3302761		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312810/LP6005441-DNA_F06.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312810/LP6005441-DNA_F06.srt.aln.bam.bai	78751c7e560bc77220cafec44a28c9ff;c68d5a56cba8c401034c391e96050009	83090984750;8844808	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312810/LP6005441-DNA_F06.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312810/LP6005441-DNA_F06.srt.aln.bam.bai				
ERZ375589	PRJEB9586	SAMEA3302884		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375589/LP6005442-DNA_D09.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375589/LP6005442-DNA_D09.annotated.nh2.vcf.gz.tbi	a718a84dc6c877d8b6132ce7f3824cbb;338e8d4ae296f72edba4b8cb819325b9	27319955059;2730886	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375589/LP6005442-DNA_D09.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375589/LP6005442-DNA_D09.annotated.nh2.vcf.gz.tbi				
ERZ312811	PRJEB9586	SAMEA3302850		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312811/LP6005441-DNA_F07.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312811/LP6005441-DNA_F07.srt.aln.bam.bai	7eb79602588a3b8df804d0ae14399cad;da8eb5fd3d6570a884a8e3a76e30bfc6	96304427918;8833952	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312811/LP6005441-DNA_F07.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312811/LP6005441-DNA_F07.srt.aln.bam.bai				
ERZ375590	PRJEB9586	SAMEA3302835		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375590/LP6005442-DNA_B02.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375590/LP6005442-DNA_B02.annotated.nh2.vcf.gz.tbi	9f162d1c7bd31596281f684416c51060;8b6b3ca9831b35fb1a3aed1dd0ee478a	26180781137;2730967	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375590/LP6005442-DNA_B02.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375590/LP6005442-DNA_B02.annotated.nh2.vcf.gz.tbi				
ERZ312812	PRJEB9586	SAMEA3302743		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312812/LP6005441-DNA_F08.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312812/LP6005441-DNA_F08.srt.aln.bam.bai	e5891b623173f00ec6720deb9576bf85;f3d427d70820cff87b35fb56e34fb31d	115062007744;8842072	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312812/LP6005441-DNA_F08.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312812/LP6005441-DNA_F08.srt.aln.bam.bai				
ERZ375592	PRJEB9586	SAMEA3302728		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375592/LP6005441-DNA_B01.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375592/LP6005441-DNA_B01.annotated.nh2.vcf.gz.tbi	2cd942788ad360e0ca7101dd597a88a2;4ede85506d32d1ff126a9861e4fc1956	26569662180;2731101	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375592/LP6005441-DNA_B01.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375592/LP6005441-DNA_B01.annotated.nh2.vcf.gz.tbi				
ERZ312813	PRJEB9586	SAMEA3302614		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312813/LP6005441-DNA_F09.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312813/LP6005441-DNA_F09.srt.aln.bam.bai	3dce24ace5c5a1d1ea99b35d8276e6ba;58f26fe1dc95ce3a654cebb7eb0289ad	104675586218;8842696	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312813/LP6005441-DNA_F09.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312813/LP6005441-DNA_F09.srt.aln.bam.bai				
ERZ375595	PRJEB9586	SAMEA3302895		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375595/LP6005519-DNA_B06.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375595/LP6005519-DNA_B06.annotated.nh2.vcf.gz.tbi	27a674a95327bf74732216fac21c8612;ba988b2abb233e5ed1de2ebc0f905abf	30124604323;2729622	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375595/LP6005519-DNA_B06.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375595/LP6005519-DNA_B06.annotated.nh2.vcf.gz.tbi				
ERZ312815	PRJEB9586	SAMEA3302665		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312815/LP6005441-DNA_F12.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312815/LP6005441-DNA_F12.srt.aln.bam.bai	c96ef538057f46fd4510b7243cde2772;fd6d217e03621b6025f650cacfada536	111642614135;8895120	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312815/LP6005441-DNA_F12.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312815/LP6005441-DNA_F12.srt.aln.bam.bai				
ERZ375597	PRJEB9586	SAMEA3302889		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375597/LP6005443-DNA_D05.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375597/LP6005443-DNA_D05.annotated.nh2.vcf.gz.tbi	007129c5116956021895dba526d61c30;4c5f5dbc144fa735b5c004eb6a831a43	28332477295;2729945	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375597/LP6005443-DNA_D05.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375597/LP6005443-DNA_D05.annotated.nh2.vcf.gz.tbi				
ERZ312821	PRJEB9586	SAMEA3302825		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312821/LP6005441-DNA_G08.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312821/LP6005441-DNA_G08.srt.aln.bam.bai	39a3bef1487540b23812780a1e17b396;93a3633d30dbfc4e2f9e5193f844c115	94655164073;8852240	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312821/LP6005441-DNA_G08.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312821/LP6005441-DNA_G08.srt.aln.bam.bai				
ERZ375605	PRJEB9586	SAMEA3302727		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375605/LP6005443-DNA_E02.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375605/LP6005443-DNA_E02.annotated.nh2.vcf.gz.tbi	330b29c2e051a7c0f06da59cb7cc7a5b;9838e8daeb1c512861dd068bcab9355a	27493667968;2730402	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375605/LP6005443-DNA_E02.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375605/LP6005443-DNA_E02.annotated.nh2.vcf.gz.tbi				
ERZ312825	PRJEB9586	SAMEA3302791		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312825/LP6005441-DNA_H03.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312825/LP6005441-DNA_H03.srt.aln.bam.bai	295b861e3607ba2b305d2fa646c1a7ba;6398f7256ac49db7e5599fbfe0fad147	91855127099;8844712	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312825/LP6005441-DNA_H03.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312825/LP6005441-DNA_H03.srt.aln.bam.bai				
ERZ375607	PRJEB9586	SAMEA3302880		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375607/LP6005441-DNA_G05.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375607/LP6005441-DNA_G05.annotated.nh2.vcf.gz.tbi	3c2e249bf0967b9bdbabff0bacaeaf3f;2e3e56c5e8621e422ffb8902a8aa7f9e	27943293155;2729664	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375607/LP6005441-DNA_G05.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375607/LP6005441-DNA_G05.annotated.nh2.vcf.gz.tbi				
ERZ312827	PRJEB9586	SAMEA3302662		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312827/LP6005441-DNA_H06.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312827/LP6005441-DNA_H06.srt.aln.bam.bai	ccac6f3bb31d8023ab5fe967b83abb33;1be461473c9c30180a032465298a91e1	95417601240;8856976	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312827/LP6005441-DNA_H06.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312827/LP6005441-DNA_H06.srt.aln.bam.bai				
ERZ375609	PRJEB9586	SAMEA3302795		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375609/LP6005441-DNA_F03.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375609/LP6005441-DNA_F03.annotated.nh2.vcf.gz.tbi	7f8906e96c204879804cd667a1290485;80200fe36c5a0f178ccd016a8e74adb1	26888812956;2730313	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375609/LP6005441-DNA_F03.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375609/LP6005441-DNA_F03.annotated.nh2.vcf.gz.tbi				
ERZ312831	PRJEB9586	SAMEA3302685		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312831/LP6005441-DNA_H11.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312831/LP6005441-DNA_H11.srt.aln.bam.bai	8f0b699390494a6578ec3d854200f971;0606faa9cc629c301cb69e0642f6725c	99727971838;8840432	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312831/LP6005441-DNA_H11.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312831/LP6005441-DNA_H11.srt.aln.bam.bai				
ERZ375612	PRJEB9586	SAMEA3302806		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375612/LP6005443-DNA_D04.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375612/LP6005443-DNA_D04.annotated.nh2.vcf.gz.tbi	0bd9666129a1ee35d1aeb5eff3037a21;e5213dc8d7f76483dd2dfeed279eca50	27879568326;2730303	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375612/LP6005443-DNA_D04.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375612/LP6005443-DNA_D04.annotated.nh2.vcf.gz.tbi				
ERZ312835	PRJEB9586	SAMEA3302628		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312835/LP6005442-DNA_A10.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312835/LP6005442-DNA_A10.srt.aln.bam.bai	8a86b9f5a3bc40d60c98c9644ae9aee1;9979db427305f7d8c3307e68bef2aa37	89973630383;8852944	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312835/LP6005442-DNA_A10.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312835/LP6005442-DNA_A10.srt.aln.bam.bai				
ERZ375615	PRJEB9586	SAMEA3302773		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375615/LP6005443-DNA_A03.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375615/LP6005443-DNA_A03.annotated.nh2.vcf.gz.tbi	ca9107b92bd736ebc6641b5657dc58a5;329cf9d30c8150addae22a89891cafca	27092418172;2730788	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375615/LP6005443-DNA_A03.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375615/LP6005443-DNA_A03.annotated.nh2.vcf.gz.tbi				
ERZ312836	PRJEB9586	SAMEA3302789		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312836/LP6005442-DNA_A12.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312836/LP6005442-DNA_A12.srt.aln.bam.bai	7c97ab812ad7bd5dbd744c3bbba2e066;2f01cfbf4469d8c7f5487db048ecfa6a	95970922259;8859192	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312836/LP6005442-DNA_A12.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312836/LP6005442-DNA_A12.srt.aln.bam.bai				
ERZ375616	PRJEB9586	SAMEA3302741		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375616/LP6005442-DNA_G09.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375616/LP6005442-DNA_G09.annotated.nh2.vcf.gz.tbi	dd14e17729bb5017d2513f98d9e4db0a;e161c8a363d45bc1aaa961132619cb2d	27425329225;2729889	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375616/LP6005442-DNA_G09.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375616/LP6005442-DNA_G09.annotated.nh2.vcf.gz.tbi				
ERZ312837	PRJEB9586	SAMEA3302611		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312837/LP6005442-DNA_B01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312837/LP6005442-DNA_B01.srt.aln.bam.bai	7a6ee548162e9cebf4ef48cfc59ca091;706f8927fcbb3b06e85572640c8d53dd	108318378140;8874304	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312837/LP6005442-DNA_B01.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312837/LP6005442-DNA_B01.srt.aln.bam.bai				
ERZ375618	PRJEB9586	SAMEA3302846		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375618/LP6005441-DNA_C08.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375618/LP6005441-DNA_C08.annotated.nh2.vcf.gz.tbi	35c6ee5ffb4bbfcb70563c190cb1b40b;7b433e5999c5ac854a3fa52c9973c968	27330350680;2730404	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375618/LP6005441-DNA_C08.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375618/LP6005441-DNA_C08.annotated.nh2.vcf.gz.tbi				
ERZ312839	PRJEB9586	SAMEA3302842		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312839/LP6005442-DNA_B03.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312839/LP6005442-DNA_B03.srt.aln.bam.bai	64d0ffbe69f6292f9978fb3e9e311a2a;737582872df497d090a275b51fea44f1	88711030085;8876368	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312839/LP6005442-DNA_B03.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312839/LP6005442-DNA_B03.srt.aln.bam.bai				
ERZ375619	PRJEB9586	SAMEA3302791		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375619/LP6005441-DNA_H03.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375619/LP6005441-DNA_H03.annotated.nh2.vcf.gz.tbi	a97cc95ab569a6279b452cbbbef369d5;777a1123a29029ca4b86295402dfbe62	26222098795;2730721	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375619/LP6005441-DNA_H03.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375619/LP6005441-DNA_H03.annotated.nh2.vcf.gz.tbi				
ERZ312844	PRJEB9586	SAMEA3302655		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312844/LP6005442-DNA_C02.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312844/LP6005442-DNA_C02.srt.aln.bam.bai	d84a232847b75bb5892057ee5cf5777b;7a851787c706c042ec894e1e5d9d06c8	91556719826;8893184	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312844/LP6005442-DNA_C02.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312844/LP6005442-DNA_C02.srt.aln.bam.bai				
ERZ375626	PRJEB9586	SAMEA3302742		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375626/LP6005519-DNA_D05.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375626/LP6005519-DNA_D05.annotated.nh2.vcf.gz.tbi	27a045c2b454fd073c253b6f75a65672;a40170c881ba76a99da62cf1142a77cb	29557072573;2729134	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375626/LP6005519-DNA_D05.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375626/LP6005519-DNA_D05.annotated.nh2.vcf.gz.tbi				
ERZ312847	PRJEB9586	SAMEA3302812		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312847/LP6005442-DNA_C11.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312847/LP6005442-DNA_C11.srt.aln.bam.bai	9784f6989e22cdf2d100c0ae40075577;49b88542af305a32c56007eecd042f5d	90365348967;8867208	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312847/LP6005442-DNA_C11.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312847/LP6005442-DNA_C11.srt.aln.bam.bai				
ERZ375629	PRJEB9586	SAMEA3302647		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375629/LP6005442-DNA_G11.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375629/LP6005442-DNA_G11.annotated.nh2.vcf.gz.tbi	592847a1309a036bb59f91d7a25daae3;fe164e7e32b6005d2ae1369b207883a6	26815548244;2730853	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375629/LP6005442-DNA_G11.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375629/LP6005442-DNA_G11.annotated.nh2.vcf.gz.tbi				
ERZ312848	PRJEB9586	SAMEA3302755		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-11	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312848/LP6005442-DNA_D01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ312/ERZ312848/LP6005442-DNA_D01.srt.aln.bam.bai	779fb45944e1732b46242605546bf0a3;01566f906ce153bd959628bda82eb537	103084570052;8893976	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312848/LP6005442-DNA_D01.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ312/ERZ312848/LP6005442-DNA_D01.srt.aln.bam.bai				
ERZ324259	PRJEB9586	SAMEA3302854		9606	Homo sapiens	REFERENCE_ALIGNMENT												2016-06-29	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324259/LP6005442-DNA_E11.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324259/LP6005442-DNA_E11.srt.aln.bam.bai	02fc8e8d6b428a2d37a27aca19f00eac;96e5adb93bffba19cc79f38e99b85526	91481271394;8880304	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324259/LP6005442-DNA_E11.srt.aln.bam;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ324/ERZ324259/LP6005442-DNA_E11.srt.aln.bam.bai				
